"Buzzy's not like other bees. Other bees make lots of trips to gather their nectar.","http://www.magickeys.com/books/bee/begin.gif"
"Here's Buzzy sipping from a daffodil.","http://www.magickeys.com/books/bee/daffodil.gif"
"Tulips are sweet.","http://www.magickeys.com/books/bee/tulip.gif"
"Mmm... Hyacinths are sweeter.","http://www.magickeys.com/books/bee/hyacynth.gif"
"Just one more flower.","http://www.magickeys.com/books/bee/moreroom.gif"
"Uh-oh.","http://www.magickeys.com/books/bee/oops.gif"
"Rescued again.","http://www.magickeys.com/books/bee/rescued.gif"
